VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
Other,Major Arterial,Intersection,North York,No Control,Daylight,Wet,Pedestrian,Pedestrian Collisions,70 to 74,2006,14,43.729145,-79.30449,7,6,1,0,1,0,0,0,0,0,1
Bicycle,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,30 to 34,2006,13,43.631745,-79.43259,7,0,0,1,0,0,0,0,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Vehicle Owner,Sideswipe,unknown,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Sideswipe,35 to 39,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Vehicle Owner,Sideswipe,unknown,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Sideswipe,15 to 19,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Sideswipe,20 to 24,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Sideswipe,60 to 64,2006,14,43.784645,-79.48109,7,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Approaching,30 to 34,2006,24,43.700245,-79.33769,7,0,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Passenger,Approaching,25 to 29,2006,24,43.700245,-79.33769,7,0,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Vehicle Owner,Approaching,unknown,2006,24,43.700245,-79.33769,7,0,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Approaching,25 to 29,2006,24,43.700245,-79.33769,7,0,0,0,1,0,0,1,0,0,0
Truck - Open,Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Other,Truck Driver,Approaching,60 to 64,2006,6,43.796345,-79.25089,7,2,0,0,1,1,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Stop Sign,Daylight,Other,Driver,Approaching,30 to 34,2006,6,43.796345,-79.25089,7,2,0,0,1,1,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Wet,Vehicle Owner,Angle,unknown,2006,22,43.721345,-79.54559,7,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Wet,Driver,Angle,20 to 24,2006,22,43.721345,-79.54559,7,2,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Wet,Passenger,Angle,60 to 64,2006,22,43.721345,-79.54559,7,2,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Wet,Driver,Angle,65 to 69,2006,22,43.721345,-79.54559,7,2,0,0,1,0,0,1,0,0,0
Other,Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Vehicle Owner,Cyclist Collisions,unknown,2006,16,43.602045,-79.51169,7,4,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Cyclist Collisions,55 to 59,2006,16,43.602045,-79.51169,7,4,0,1,1,0,0,0,0,1,0
Bicycle,Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,45 to 49,2006,16,43.602045,-79.51169,7,4,0,1,1,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,5 to 9,2006,16,43.694445,-79.54549,7,4,1,0,1,0,0,1,0,0,1
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2006,16,43.694445,-79.54549,7,4,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2006,16,43.694445,-79.54549,7,4,1,0,1,0,0,1,0,0,1
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,20 to 24,2006,16,43.694445,-79.54549,7,4,1,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,20 to 24,2006,7,43.702845,-79.50379,7,6,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,80 to 84,2006,7,43.702845,-79.50379,7,6,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,45 to 49,2006,15,43.799645,-79.35409,7,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,45 to 49,2006,15,43.799645,-79.35409,7,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Vehicle Owner,Turning Movement,unknown,2006,15,43.799645,-79.35409,7,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,35 to 39,2006,15,43.799645,-79.35409,7,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Other Property Owner,Turning Movement,unknown,2006,15,43.799645,-79.35409,7,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Pedestrian Collisions,30 to 34,2006,7,43.791945,-79.35809,7,0,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2006,7,43.791945,-79.35809,7,0,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2006,7,43.791945,-79.35809,7,0,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2006,15,43.651245,-79.47549,7,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2006,15,43.651245,-79.47549,7,0,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,10 to 14,2006,15,43.651245,-79.47549,7,0,1,0,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,30 to 34,2006,17,43.648645,-79.38029,7,0,0,1,0,0,0,0,0,0,0
"Automobile, Station Wagon",Local,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Cyclist Collisions,70 to 74,2006,19,43.730645,-79.57539,8,1,0,1,1,0,0,0,0,1,0
Bicycle,Local,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,60 to 64,2006,19,43.730645,-79.57539,8,1,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Pedestrian Collisions,50 to 54,2006,24,43.802045,-79.21779,8,1,1,0,1,0,0,0,0,0,1
Other,Minor Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2006,24,43.802045,-79.21779,8,1,1,0,1,0,0,0,0,0,1
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Vehicle Owner,Pedestrian Collisions,unknown,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Driver,Pedestrian Collisions,45 to 49,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Passenger,Pedestrian Collisions,15 to 19,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Driver,Pedestrian Collisions,20 to 24,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Pedestrian,Pedestrian Collisions,20 to 24,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Wet,Pedestrian,Pedestrian Collisions,20 to 24,2006,1,43.634145,-79.47169,8,3,1,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Wet,Pedestrian,Pedestrian Collisions,50 to 54,2006,1,43.672145,-79.49399,8,3,1,0,1,0,0,0,0,0,1
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Wet,Vehicle Owner,Pedestrian Collisions,unknown,2006,1,43.672145,-79.49399,8,3,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Wet,Driver,Pedestrian Collisions,40 to 44,2006,1,43.672145,-79.49399,8,3,1,0,1,0,0,0,0,0,1
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Angle,25 to 29,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Angle,25 to 29,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Angle,35 to 39,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Angle,45 to 49,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Vehicle Owner,Angle,unknown,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Passenger,Angle,50 to 54,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Dark,Dry,Driver,Angle,35 to 39,2006,3,43.751545,-79.26509,8,3,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,55 to 59,2006,19,43.762045,-79.40829,8,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2006,19,43.762045,-79.40829,8,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2006,19,43.762045,-79.40829,8,3,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2006,19,43.762045,-79.40829,8,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Local,Intersection,Etobicoke York,No Control,Dark,Dry,Driver,Pedestrian Collisions,20 to 24,2006,0,43.603245,-79.55459,8,5,1,0,1,0,0,0,0,0,0
Other,Local,Intersection,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2006,0,43.603245,-79.55459,8,5,1,0,1,0,0,0,0,0,0
Other,Local,Intersection,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2006,0,43.603245,-79.55459,8,5,1,0,1,0,0,0,0,0,0
Other,Local,Intersection,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2006,0,43.603245,-79.55459,8,5,1,0,1,0,0,0,0,0,0
Other,Local,Intersection,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,15 to 19,2006,0,43.603245,-79.55459,8,5,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Other,SMV Unattended Vehicle,Over 95,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Vehicle Owner,SMV Unattended Vehicle,unknown,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Passenger,SMV Unattended Vehicle,0 to 4,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,SMV Unattended Vehicle,35 to 39,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Other,SMV Unattended Vehicle,Over 95,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Other,SMV Unattended Vehicle,Over 95,2006,3,43.646245,-79.39149,8,5,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Pedestrian Collisions,20 to 24,2006,2,43.677645,-79.38059,8,6,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,25 to 29,2006,2,43.677645,-79.38059,8,6,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Vehicle Owner,Rear End,unknown,2006,22,43.690145,-79.29309,8,6,0,0,1,0,0,0,1,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Rear End,45 to 49,2006,22,43.690145,-79.29309,8,6,0,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,Rear End,unknown,2006,22,43.690145,-79.29309,8,6,0,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Dark,Dry,Driver,Pedestrian Collisions,unknown,2006,21,43.735245,-79.59819,8,0,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Etobicoke York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,70 to 74,2006,21,43.735245,-79.59819,8,0,1,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,45 to 49,2006,9,43.801943,-79.199786,3,5,0,0,1,0,0,0,0,1,1
Other,Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Passenger,Pedestrian Collisions,5 to 9,2006,11,43.640445,-79.43729,8,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Slush,Passenger,SMV Other,15 to 19,2006,3,43.684874,-79.316188,1,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,Pedestrian Crossover,Daylight,Dry,Driver,Pedestrian Collisions,50 to 54,2006,13,43.663745,-79.49039,2,1,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Wet,Pedestrian,Pedestrian Collisions,40 to 44,2006,18,43.722345,-79.59789,4,2,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,55 to 59,2006,9,43.721145,-79.57119,8,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2006,11,43.640445,-79.43729,8,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,90 to 94,2006,18,43.744145,-79.40669,5,5,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2006,10,43.795445,-79.41939,8,1,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Vehicle Owner,Pedestrian Collisions,unknown,2006,20,43.663745,-79.38409,4,5,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Turning Movement,unknown,2006,9,43.801943,-79.199786,3,5,0,0,1,0,0,0,0,1,1
Other,Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Slush,Passenger,SMV Other,15 to 19,2006,3,43.684874,-79.316188,1,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Passenger,Pedestrian Collisions,5 to 9,2006,11,43.640445,-79.43729,8,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Driver,Pedestrian Collisions,50 to 54,2006,23,43.789445,-79.25969,5,5,1,0,1,0,0,0,0,0,0
Other,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,80 to 84,2006,10,43.795445,-79.41939,8,1,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Mid-Block,Toronto and East York,Pedestrian Crossover,Daylight,Dry,Pedestrian,Pedestrian Collisions,80 to 84,2006,13,43.663745,-79.49039,2,1,1,0,1,0,0,0,0,0,0
Taxi,Major Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Driver,Pedestrian Collisions,55 to 59,2006,20,43.663745,-79.38409,4,5,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Driver,Pedestrian Collisions,25 to 29,2006,3,43.734945,-79.25619,3,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Slush,Driver,SMV Other,20 to 24,2006,3,43.684874,-79.316188,1,6,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2006,11,43.640445,-79.43729,8,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Collector,Mid-Block,North York,No Control,Daylight,Dry,Driver,Rear End,45 to 49,2006,17,43.714645,-79.33529,8,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,30 to 34,2006,8,43.657845,-79.47909,2,2,1,0,1,0,0,0,0,1,0
Other,Major Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2006,20,43.663745,-79.38409,4,5,1,0,1,0,0,0,0,0,1
Other,Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2006,3,43.734945,-79.25619,3,6,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Slush,Other Property Owner,SMV Other,unknown,2006,3,43.684874,-79.316188,1,6,0,0,1,0,0,1,0,0,0
Other,Collector,Mid-Block,North York,No Control,Daylight,Dry,Passenger,Rear End,45 to 49,2006,17,43.714645,-79.33529,8,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Local,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,SMV Other,35 to 39,2006,11,43.714545,-79.23159,8,1,0,0,1,0,0,0,1,1,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,55 to 59,2006,23,43.789445,-79.25969,5,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,30 to 34,2006,7,43.652892,-79.406253,1,0,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Collector,Mid-Block,North York,No Control,Daylight,Dry,Driver,Rear End,35 to 39,2006,17,43.714645,-79.33529,8,1,0,0,1,0,0,1,0,1,0
Other,Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Vehicle Owner,Angle,unknown,2006,18,43.699945,-79.40409,8,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Angle,35 to 39,2006,18,43.699945,-79.40409,8,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Angle,40 to 44,2006,18,43.699945,-79.40409,8,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Driver,Pedestrian Collisions,50 to 54,2006,22,43.671145,-79.29429,8,2,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,35 to 39,2006,22,43.671145,-79.29429,8,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Stop Sign,Daylight,Dry,Driver,Cyclist Collisions,45 to 49,2006,18,43.808945,-79.35899,8,3,0,1,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,North York,Stop Sign,Daylight,Dry,Cyclist,Cyclist Collisions,40 to 44,2006,18,43.808945,-79.35899,8,3,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Cyclist Collisions,35 to 39,2006,19,43.731545,-79.22519,8,3,0,1,1,0,0,0,0,0,0
Bicycle,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,65 to 69,2006,19,43.731545,-79.22519,8,3,0,1,1,0,0,0,0,0,0
Other,Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Passenger,SMV Other,5 to 9,2006,22,43.683245,-79.45599,8,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Dark,Dry,Driver,Approaching,45 to 49,2006,0,43.758545,-79.51119,4,1,0,0,1,0,0,1,0,0,0
Other,Major Arterial,Mid-Block,Scarborough,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2006,3,43.734945,-79.25619,3,6,1,0,1,0,0,0,0,0,1
Other,Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Pedestrian,Pedestrian Collisions,50 to 54,2006,8,43.657845,-79.47909,2,2,1,0,1,0,0,0,0,1,0
Other,Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Passenger,SMV Other,10 to 14,2006,22,43.683245,-79.45599,8,4,0,0,1,0,0,1,0,0,0
Other,Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Vehicle Owner,SMV Other,unknown,2006,22,43.683245,-79.45599,8,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Driver,SMV Other,30 to 34,2006,22,43.683245,-79.45599,8,4,0,0,1,0,0,1,0,0,0
Other,Minor Arterial,Mid-Block,Toronto and East York,No Control,Dark,Dry,Other Property Owner,SMV Other,unknown,2006,22,43.683245,-79.45599,8,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Dry,Driver,Pedestrian Collisions,20 to 24,2006,3,43.665745,-79.38099,8,5,1,0,1,0,0,0,0,0,0
Other,Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Dark,Dry,Pedestrian,Pedestrian Collisions,25 to 29,2006,3,43.665745,-79.38099,8,5,1,0,1,0,0,0,0,0,0
