VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Pedestrian Crossover,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2019,9,43.658259,-79.352199,4,0,1,0,1,0,1,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Pedestrian Crossover,Daylight,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2019,9,43.658259,-79.352199,4,0,1,0,1,0,1,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,20 to 24,2019,24,43.772071,-79.25146,4,0,1,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,20 to 24,2019,24,43.772071,-79.25146,4,0,1,0,1,0,0,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Dark,Dry,Driver,Pedestrian Collisions,20 to 24,2019,1,43.809756,-79.366664,4,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Dark,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,1,43.809756,-79.366664,4,1,1,0,1,0,0,0,0,1,0
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,85 to 89,2019,9,43.810782,-79.252879,4,5,1,0,1,0,0,0,0,1,1
Pick Up Truck,Major Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,50 to 54,2019,9,43.810782,-79.252879,4,5,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Approaching,65 to 69,2019,11,43.793036,-79.331371,4,5,0,0,1,0,0,0,1,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Approaching,55 to 59,2019,11,43.793036,-79.331371,4,5,0,0,1,0,0,0,1,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Approaching,40 to 44,2019,11,43.793036,-79.331371,4,5,0,0,1,0,0,0,1,1,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,SMV Other,25 to 29,2019,11,43.642176,-79.565959,4,6,0,0,1,0,0,0,0,0,0
Pick Up Truck,Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,65 to 69,2019,13,43.786063,-79.139377,4,6,1,0,1,0,0,0,0,1,0
Pick Up Truck,Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2019,13,43.786063,-79.139377,4,6,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,20 to 24,2019,9,43.685877,-79.499263,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,10 to 14,2019,9,43.685877,-79.499263,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,20 to 24,2019,12,43.68801,-79.394099,4,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2019,12,43.68801,-79.394099,4,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,35 to 39,2019,15,43.644652,-79.416263,4,2,0,1,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,unknown,2019,15,43.644652,-79.416263,4,2,0,1,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Passenger,Turning Movement,25 to 29,2019,22,43.74047,-79.245509,4,2,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Turning Movement,20 to 24,2019,22,43.74047,-79.245509,4,2,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Turning Movement,50 to 54,2019,22,43.74047,-79.245509,4,2,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Passenger,Turning Movement,15 to 19,2019,22,43.74047,-79.245509,4,2,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Approaching,unknown,2019,24,43.645533,-79.510593,4,3,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Approaching,70 to 74,2019,24,43.645533,-79.510593,4,3,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Approaching,30 to 34,2019,24,43.645533,-79.510593,4,3,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,20 to 24,2019,14,43.78377,-79.470104,7,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,15 to 19,2019,18,43.756449,-79.551196,7,4,0,0,1,0,0,0,0,1,0
Motorcycle,Collector,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Motorcycle Driver,Turning Movement,35 to 39,2019,18,43.756449,-79.551196,7,4,0,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Motorcycle Driver,Sideswipe,25 to 29,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Driver,Sideswipe,40 to 44,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Passenger,Sideswipe,35 to 39,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Passenger,Sideswipe,70 to 74,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Passenger,Sideswipe,0 to 4,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Passenger,Sideswipe,0 to 4,2019,13,43.742572,-79.307369,7,6,0,0,1,0,0,1,1,1,0
Truck - Dump,Local,Intersection,North York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,14,43.804576,-79.35551,7,1,1,0,0,1,0,0,0,1,1
Truck - Dump,Local,Intersection,North York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2019,14,43.804576,-79.35551,7,1,1,0,0,1,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,50 to 54,2019,19,43.786505,-79.188281,1,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Turning Movement,55 to 59,2019,23,43.653163,-79.524646,7,3,0,0,1,0,0,0,0,1,1
Motorcycle,Major Arterial,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Motorcycle Driver,Turning Movement,25 to 29,2019,23,43.653163,-79.524646,7,3,0,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,35 to 39,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,70 to 74,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Turning Movement,15 to 19,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Turning Movement,60 to 64,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Turning Movement,50 to 54,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Turning Movement,25 to 29,2019,19,43.757003,-79.519115,7,4,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,35 to 39,2019,1,43.67393,-79.396266,7,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,50 to 54,2019,1,43.67393,-79.396266,7,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Cyclist Collisions,35 to 39,2019,2,43.669802,-79.388393,7,5,0,1,1,0,0,0,0,0,0
Bicycle,Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,40 to 44,2019,2,43.669802,-79.388393,7,5,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Driver,Pedestrian Collisions,55 to 59,2019,22,43.725577,-79.297481,7,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,40 to 44,2019,22,43.725577,-79.297481,7,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,10 to 14,2019,22,43.725577,-79.297481,7,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,10 to 14,2019,22,43.725577,-79.297481,7,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,40 to 44,2019,22,43.725577,-79.297481,7,5,1,0,1,0,0,1,0,1,0
Motorcycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Motorcycle Driver,Turning Movement,20 to 24,2019,0,43.661914,-79.425617,7,0,0,0,0,0,1,0,1,1,0
Intercity Bus,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,30 to 34,2019,0,43.661914,-79.425617,7,0,0,0,0,0,1,0,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,Turning Movement,45 to 49,2019,6,43.755698,-79.314487,7,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Stop Sign,Daylight,Dry,Driver,Turning Movement,30 to 34,2019,6,43.755698,-79.314487,7,2,0,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Motorcycle Driver,Rear End,45 to 49,2019,17,43.809794,-79.366481,7,3,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Rear End,50 to 54,2019,17,43.809794,-79.366481,7,3,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,Stop Sign,Daylight,Dry,Driver,Turning Movement,15 to 19,2019,19,43.737422,-79.432498,7,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,Stop Sign,Daylight,Dry,Driver,Turning Movement,30 to 34,2019,19,43.737422,-79.432498,7,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Turning Movement,50 to 54,2019,23,43.800658,-79.143306,7,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Turning Movement,50 to 54,2019,23,43.800658,-79.143306,7,3,0,0,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,50 to 54,2019,15,43.621604,-79.523433,7,4,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Cyclist Collisions,35 to 39,2019,15,43.621604,-79.523433,7,4,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Cyclist Passenger,Cyclist Collisions,25 to 29,2019,15,43.621604,-79.523433,7,4,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,25 to 29,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,30 to 34,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Turning Movement,30 to 34,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Turning Movement,20 to 24,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Turning Movement,30 to 34,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Turning Movement,25 to 29,2019,23,43.757796,-79.315204,7,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Local,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,SMV Other,25 to 29,2019,2,43.740515,-79.261867,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Local,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Passenger,SMV Other,20 to 24,2019,2,43.740515,-79.261867,7,6,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,25 to 29,2019,11,43.759955,-79.571773,7,6,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,70 to 74,2019,11,43.759955,-79.571773,7,6,1,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Angle,85 to 89,2019,15,43.708571,-79.298282,7,6,0,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Motorcycle Driver,Angle,55 to 59,2019,15,43.708571,-79.298282,7,6,0,0,1,0,0,0,0,1,0
Bicycle,Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,55 to 59,2019,20,43.667624,-79.342769,7,0,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,35 to 39,2019,20,43.667624,-79.342769,7,0,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Passenger,Cyclist Collisions,15 to 19,2019,20,43.667624,-79.342769,7,0,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,30 to 34,2019,1,43.658251,-79.385585,7,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,50 to 54,2019,1,43.658251,-79.385585,7,1,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,45 to 49,2019,22,43.694541,-79.486064,7,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,5 to 9,2019,22,43.694541,-79.486064,7,1,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,45 to 49,2019,22,43.694541,-79.486064,7,1,1,0,1,0,0,1,0,0,0
Pick Up Truck,Collector,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Cyclist Collisions,30 to 34,2019,18,43.647738,-79.424083,7,2,0,1,1,0,0,1,0,1,0
Bicycle,Collector,Intersection,Toronto and East York,No Control,Daylight,Dry,Cyclist,Cyclist Collisions,15 to 19,2019,18,43.647738,-79.424083,7,2,0,1,1,0,0,1,0,1,0
Bicycle,Collector,Intersection,Toronto and East York,No Control,Daylight,Dry,Passenger,Cyclist Collisions,25 to 29,2019,18,43.647738,-79.424083,7,2,0,1,1,0,0,1,0,1,0
Bicycle,Collector,Intersection,Toronto and East York,No Control,Daylight,Dry,Passenger,Cyclist Collisions,25 to 29,2019,18,43.647738,-79.424083,7,2,0,1,1,0,0,1,0,1,0
Street Car,Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,30 to 34,2019,22,43.642573,-79.426486,7,2,1,0,0,0,1,1,0,0,0
Street Car,Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver - Not Hit,Pedestrian Collisions,30 to 34,2019,22,43.642573,-79.426486,7,2,1,0,0,0,1,1,0,0,0
Street Car,Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,30 to 34,2019,22,43.642573,-79.426486,7,2,1,0,0,0,1,1,0,0,0
Street Car,Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,35 to 39,2019,22,43.642573,-79.426486,7,2,1,0,0,0,1,1,0,0,0
Passenger Van,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Turning Movement,65 to 69,2019,23,43.742396,-79.567699,8,4,0,0,1,0,0,0,0,1,1
Motorcycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Motorcycle Driver,Turning Movement,25 to 29,2019,23,43.742396,-79.567699,8,4,0,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,20 to 24,2019,19,43.786505,-79.188281,1,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Sideswipe,40 to 44,2019,22,43.764414,-79.248561,1,5,0,0,1,0,0,0,1,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,Sideswipe,30 to 34,2019,22,43.764414,-79.248561,1,5,0,0,1,0,0,0,1,1,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,20 to 24,2019,19,43.79893,-79.202266,1,0,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,25 to 29,2019,19,43.79893,-79.202266,1,0,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,0 to 4,2019,19,43.79893,-79.202266,1,0,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Pedestrian Collisions,20 to 24,2019,19,43.79893,-79.202266,1,0,1,0,1,0,0,1,0,1,0
"Truck - Closed (Blazer, etc)",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,55 to 59,2019,6,43.648467,-79.38531,1,1,1,0,0,1,0,0,0,0,1
"Truck - Closed (Blazer, etc)",Major Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,25 to 29,2019,6,43.648467,-79.38531,1,1,1,0,0,1,0,0,0,0,1
Truck - Dump,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,40 to 44,2019,13,43.715869,-79.444942,1,2,1,0,0,1,0,0,0,0,1
Truck - Dump,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,unknown,2019,13,43.715869,-79.444942,1,2,1,0,0,1,0,0,0,0,1
Truck (other),Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2019,14,43.69525,-79.450084,1,2,1,0,0,1,0,0,0,0,1
Truck (other),Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,25 to 29,2019,14,43.69525,-79.450084,1,2,1,0,0,1,0,0,0,0,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,unknown,2019,19,43.694689,-79.27637,1,3,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,19,43.694689,-79.27637,1,3,1,0,1,0,0,0,0,1,0
"Truck - Closed (Blazer, etc)",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,21,43.663756,-79.410678,1,3,1,0,0,1,0,0,0,1,1
"Truck - Closed (Blazer, etc)",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,55 to 59,2019,21,43.663756,-79.410678,1,3,1,0,0,1,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,"Dark, artificial",Dry,Driver,SMV Other,20 to 24,2019,5,43.702204,-79.359363,1,5,0,0,1,0,0,1,1,1,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,"Dark, artificial",Dry,Passenger,SMV Other,20 to 24,2019,5,43.702204,-79.359363,1,5,0,0,1,0,0,1,1,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Packed Snow,Driver,Pedestrian Collisions,25 to 29,2019,21,43.641841,-79.401851,1,5,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Packed Snow,Pedestrian,Pedestrian Collisions,40 to 44,2019,21,43.641841,-79.401851,1,5,1,0,1,0,0,0,0,0,0
Pick Up Truck,Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Loose Snow,Driver,Approaching,35 to 39,2019,5,43.745352,-79.572002,1,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Loose Snow,Driver,Approaching,55 to 59,2019,5,43.745352,-79.572002,1,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Loose Snow,Passenger,Approaching,40 to 44,2019,5,43.745352,-79.572002,1,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,50 to 54,2019,11,43.647261,-79.379688,1,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2019,11,43.647261,-79.379688,1,0,1,0,1,0,0,0,0,1,0
Pick Up Truck,Minor Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Ice,Driver,Pedestrian Collisions,25 to 29,2019,7,43.684207,-79.437534,1,3,1,0,1,0,0,0,0,0,0
Pick Up Truck,Minor Arterial,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Ice,Pedestrian,Pedestrian Collisions,50 to 54,2019,7,43.684207,-79.437534,1,3,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,"Dark, artificial",Dry,Driver,SMV Other,55 to 59,2019,2,43.809508,-79.267261,1,5,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Wet,Driver,Angle,50 to 54,2019,15,43.781603,-79.320125,1,1,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,Daylight,Wet,Driver,Angle,40 to 44,2019,15,43.781603,-79.320125,1,1,0,0,1,0,0,1,0,1,0
